Date;Open;High;Low;Close;Volume;market_cap;total_volume;Value - Hrate;Value - Uadresses;google_trends
10/06/2018;7496.7998;7496.7998;6621.7002;6767.8999;7667.3641;2515854691.6073446;291020.5215987088;35121339.3988;370066;12
11/06/2018;6768.2002;6899.7002;6629.0000;6877.0000;3811.6133;2513911991.7378383;1557517.206537041;31191679.0465;392108;12
12/06/2018;6877.0000;6885.6001;6450.0000;6547.2002;4724.8479;2511231063.547798;1523509.1352636865;34384528.0828;446187;12
13/06/2018;6543.5000;6634.2998;6122.1001;6294.2002;7130.2093;2512560152.06342;1185021.6708647716;35612546.9429;447809;12
14/06/2018;6295.7002;6734.7998;6264.3999;6640.7002;7046.8966;2510612841.565553;1476714.3287955425;35121339.3988;458586;12
15/06/2018;6636.2998;6678.1001;6355.1001;6387.6001;3927.7566;2511105268.065577;2954359.8882144443;37577377.119;440335;12
16/06/2018;6388.0000;6550.0000;6324.2002;6481.3999;2365.4494;2606755302.0367866;2763878.2689901027;37577377.119;476262;12
17/06/2018;6480.7998;6574.6001;6425.0000;6440.7998;1638.0670;2611483997.5627456;547686.6146382827;40770226.1553;343364;10
18/06/2018;6444.5000;6800.0000;6359.1001;6706.6001;3636.4939;2607522086.96877;780954.9597060365;38559792.2071;326153;10
19/06/2018;6710.3999;6854.2998;6658.6001;6740.2002;2759.3874;2607466091.6036615;1223582.3430289247;40279018.6112;424738;10
20/06/2018;6740.2002;6814.0000;6515.0000;6755.3999;3586.9167;2609299021.795047;1283164.173012112;39122596.1405;413609;10
21/06/2018;6756.7002;6787.6001;6679.0000;6716.1001;2105.9529;2603656512.487704;1168874.4285048682;39122596.1405;425848;10
22/06/2018;6716.1001;6725.2998;5950.0000;6055.5000;8628.4765;2607650404.724129;1173163.3517735302;42908653.8316;421061;10
23/06/2018;6054.0000;6292.3999;6034.7002;6154.1001;3564.5855;2617735157.7296124;1977950.0601719145;38112980.7563;469522;10
24/06/2018;6154.1001;6275.0000;5650.0000;6150.1001;9238.7192;2620800943.760991;610017.2876868699;40384615.3709;368136;11
25/06/2018;6150.0000;6341.3999;6066.0000;6245.5000;4188.4320;2613814133.732479;2063224.0598515393;43161057.6776;350051;11
26/06/2018;6246.0000;6278.7998;6033.2998;6081.2998;3434.1581;2708229882.968458;1956735.0307923693;39627403.8327;415602;11
27/06/2018;6072.3999;6239.8999;6000.0000;6134.2002;3990.6326;2711224215.0362363;1358098.468457869;36850961.5259;410397;11
28/06/2018;6132.5000;6161.1001;5820.0000;5858.6001;3611.8993;2710815882.3321047;1501570.451714342;30540865.3742;397865;11
29/06/2018;5853.3999;6309.0000;5787.7002;6196.8999;5131.7805;2705747935.707918;2535219.719787132;39627403.8327;396405;11
30/06/2018;6198.6001;6525.0000;6190.5000;6387.8999;3454.2590;2710522078.222563;1057830.988940234;38112980.7563;453050;11
01/07/2018;6387.0000;6433.2998;6254.2998;6345.7998;1940.3894;2709184202.4315243;1521506.800604879;35588942.2956;368307;10
02/07/2018;6343.6001;6678.7002;6275.0000;6617.7002;3636.6667;2703960038.875213;478369.22049042984;37103365.372;341861;10
03/07/2018;6618.7002;6670.0000;6467.6001;6495.5000;2754.8711;2707143218.975718;1107073.388164603;37594816.2563;433257;10
04/07/2018;6497.0000;6790.0000;6399.7998;6584.2002;3811.8985;2708578917.972982;859616.0795813233;30929068.6931;456149;10
05/07/2018;6587.0000;6715.2002;6450.0000;6526.2002;3316.8146;2719758742.7928057;1084154.3513253012;35728406.9386;435401;10
06/07/2018;6529.7998;6639.2002;6450.0000;6595.3999;2358.1162;2716035714.524314;611468.1642901534;36528296.6462;413997;10
07/07/2018;6599.8999;6838.5000;6503.2002;6755.1001;2229.0003;2630551517.232334;999320.8590316597;42660784.4043;529417;10
08/07/2018;6754.1001;6777.1001;6680.5000;6704.7002;1770.8035;2639086852.8988833;645476.9898685842;41594264.7942;357620;9
09/07/2018;6704.7998;6800.0000;6610.0000;6662.5000;2209.5823;2617656193.699314;355686.5239322419;42127524.5992;350856;9
10/07/2018;6662.5000;6684.2002;6276.7002;6304.6001;4426.6362;2621958055.9404225;727640.131207099;36261666.7437;425384;9
11/07/2018;6304.6001;6400.6001;6279.0000;6377.8999;2466.3645;2630093888.51045;942674.717834401;39727855.4765;445233;9
12/07/2018;6378.0000;6378.0000;6073.2998;6242.5000;4293.1310;2843510050.80116;1061248.125379162;35995036.8411;413228;9
13/07/2018;6248.2002;6356.0000;6126.1001;6214.8999;2993.3955;2735628176.0751853;1319818.6961597756;37594816.2563;405287;9
14/07/2018;6215.2002;6329.5000;6187.0000;6250.3999;1472.0745;2875371132.168638;1265176.3769853183;38128076.0613;473174;9
15/07/2018;6252.7998;6386.8999;6234.5000;6335.3999;2272.5262;3072821184.2304983;2129116.5183942984;35461777.0361;362895;11
16/07/2018;6345.2002;6750.0000;6328.0000;6727.0000;5254.1664;3072501089.902076;1696894.7658761607;35461777.0361;346482;11
17/07/2018;6727.0000;7475.0000;6667.1001;7316.8999;7189.7355;3202433010.239602;4463640.891364367;31995588.3032;431582;11
18/07/2018;7316.2002;7599.0000;7234.6001;7367.3999;6059.9801;3085635269.8597736;2677167.4803236225;40931868.4915;487159;11
19/07/2018;7379.8999;7548.7998;7280.7998;7472.2998;4114.2081;2894104981.804781;4619439.17982483;44793365.519;494822;11
20/07/2018;7472.2998;7670.5000;7238.7998;7320.0000;5351.3087;3055979237.9036107;2081505.2912078775;44021066.1135;465956;11
21/07/2018;7320.0000;7447.8999;7200.2998;7396.7002;2408.6830;2904119616.727375;1666775.4624410232;39644702.8157;496859;11
22/07/2018;7397.7002;7581.8999;7320.0000;7401.1001;2554.4383;3242165234.7705994;769647.9791780616;35268339.5178;385949;12
23/07/2018;7401.1001;7844.8999;7375.7998;7720.0000;5418.9988;3340987521.787814;3075073.7508174297;46852830.6003;366445;12
24/07/2018;7719.8999;8491.0996;7695.0000;8401.7998;8311.6288;3449495153.369037;2636452.9805307016;42733900.4377;473605;12
25/07/2018;8395.4004;8496.5996;8062.1001;8166.0000;5750.8014;2498721071.6981635;1889737.8503289386;40931868.4915;532883;12
26/07/2018;8164.7002;8315.0000;7840.0000;7925.0000;5606.0243;2497893235.291119;1619302.3312014814;45565664.9245;525951;12
27/07/2018;7925.1001;8274.7998;7800.5000;8177.0000;5530.0024;2503957996.7450323;1526530.4543069596;42476467.3025;479849;12
28/07/2018;8177.1001;8250.0000;8072.0000;8230.7998;1768.0996;2504641536.6855307;1691461.236354506;42991333.5728;517777;12
29/07/2018;8225.2998;8290.2002;8125.0000;8213.5000;1714.1729;2504617063.509695;316289.2164165322;37327804.5992;395733;10
30/07/2018;8213.0996;8274.9004;7850.1001;8170.0000;4501.0362;2499614097.6274047;3165230.4050047183;50277183.1008;380500;10
31/07/2018;8169.8999;8170.0000;7634.7998;7726.0000;5451.5137;2500004008.542567;951179.1446705484;39630250.2089;479274;10
01/08/2018;7726.0000;7757.7002;7423.0000;7604.1001;4418.8206;2453551346.6156883;1615377.0740267874;43474975.9754;500311;10
02/08/2018;7605.2998;7700.0000;7455.7002;7534.7998;3842.0863;2397246906.11482;913516.8910302728;44362220.3831;495639;10
03/08/2018;7534.7002;7534.7002;7254.6001;7415.0000;5255.8087;2412056293.726;828668.2608159336;45249464.7908;470016;10
04/08/2018;7410.1001;7485.8999;6927.0000;7024.5000;4985.6029;2434874462.112014;1766019.605354982;49094190.5573;537622;10
05/08/2018;7011.7998;7088.3999;6880.1001;7026.8999;3309.7177;2427717170.371292;629228.9190841878;52051671.9162;416160;11
06/08/2018;7026.8999;7159.8999;6833.0000;6935.7002;3151.6214;2317029505.9483604;30574447.63845502;47319701.742;374556;11
07/08/2018;6935.7002;7149.0000;6659.8999;6717.7998;6505.4671;2629576496.6034784;121108672.71286127;38743005.8012;452409;11
08/08/2018;6714.8999;6715.0000;6120.0000;6275.8999;9467.8318;2391622986.2410865;81164838.1253856;44657968.519;477950;11
09/08/2018;6276.6001;6630.5000;6179.1001;6536.0000;5940.6697;2677247668.678564;140679136.51973078;46432457.3343;498557;11
10/08/2018;6533.3999;6579.1001;6010.0000;6141.5000;7526.6867;2433038152.171622;2574369.383404907;44066472.2472;467196;11
11/08/2018;6141.1001;6491.1001;5969.6001;6231.7998;7124.7360;2396026686.684288;5585816.609150104;52051671.9162;510029;11
12/08/2018;6233.2002;6478.0000;6158.5000;6312.2002;4542.2279;2407658622.294623;2090185.700571755;53994493.0548;389255;11
13/08/2018;6310.0000;6544.7002;6142.5000;6250.0000;5762.2495;2375326435.9214625;2590987.688002217;49230273.0794;361543;11
14/08/2018;6250.0000;6789.7998;5890.0000;6196.7998;10247.1497;2411321574.6405063;5478123.340369907;47642199.7543;459525;11
15/08/2018;6193.1001;6649.0000;6186.0000;6269.5000;8069.7475;2447323371.727482;98531640.67384937;43195594.4439;514444;11
16/08/2018;6269.5000;6491.7998;6213.0000;6316.0000;4760.1587;2434993162.27591;109675394.8523238;51135961.0696;539382;11
17/08/2018;6311.6001;6596.7002;6289.1001;6589.2002;3810.8074;2405947943.302754;104232705.56028168;50183117.0745;479346;11
18/08/2018;6589.7002;6615.7998;6301.6001;6400.0000;3128.5217;2433497751.643381;69267509.06283951;48277429.0843;512304;11
19/08/2018;6400.0000;6546.8999;6317.2002;6475.1001;1721.6939;2439015130.283011;92002426.00356773;50818346.4046;399288;10
20/08/2018;6477.8999;6520.0000;6224.0000;6257.2002;3787.1040;2438871838.531738;67654795.70779435;46054126.4291;402086;10
21/08/2018;6257.1001;6500.0000;6241.3999;6475.5000;3181.6221;2725078677.2575154;63726024.194949284;47642199.7543;459855;10
22/08/2018;6474.5000;6916.5000;6210.0000;6359.7998;8206.7351;2728553308.795219;61453618.35585492;47006970.4242;449915;10
23/08/2018;6354.8999;6578.2002;6329.2002;6527.2002;3430.6166;2716639197.0934076;94456844.90545014;50818346.4046;484462;10
24/08/2018;6527.6001;6748.0000;6451.1001;6693.2998;3112.7862;2731483650.83002;39667161.36003168;47324585.0892;444345;10
25/08/2018;6693.1001;6795.0000;6660.6001;6732.2998;2077.0257;2727971118.950374;45923369.03624835;48824180.026;487990;10
26/08/2018;6730.7998;6775.0000;6560.3999;6710.0000;2027.0911;2722535740.346884;31057541.50815508;45145645.9145;415347;10
27/08/2018;6710.0000;6949.7998;6648.1001;6909.0000;3181.2618;2723771032.1156235;32137787.484920904;57853309.2089;368937;10
28/08/2018;6906.2002;7133.7002;6860.0000;7076.7002;5196.6240;2732665666.390831;69855020.1732918;61866255.5125;464083;10
29/08/2018;7076.7002;7120.0000;6886.6001;7022.7002;2919.7281;2715010128.8133636;106117405.91963519;51165065.3698;488604;10
30/08/2018;7025.3999;7060.0000;6776.8999;6983.1001;4730.6290;2728039077.1536984;120273727.76368591;46483294.6823;509196;10
31/08/2018;6983.1001;7085.8999;6888.0000;7015.7998;3498.9446;2721520394.7395663;114431190.87947384;51499477.5617;463656;10
01/09/2018;7014.7998;7254.0000;7014.7002;7191.2998;2912.7180;2816280697.763921;99498842.62877457;51833889.7537;511306;10
02/09/2018;7191.2002;7331.1001;7127.5000;7294.7002;3383.4648;2815472562.5224586;112457670.28123234;50496240.9858;437403;11
03/09/2018;7294.5000;7329.8999;7183.5000;7256.1001;2218.4270;2813189896.093035;128944425.9449654;48155355.6421;387888;11
04/09/2018;7256.0000;7405.8999;7219.2002;7359.2998;2791.5064;2809398139.49908;83707328.68521567;48155355.6421;455956;11
05/09/2018;7358.7998;7389.3999;6638.7998;6686.6001;7620.2467;2810162813.893949;92325772.09442899;42135936.1869;474898;11
06/09/2018;6684.3999;6702.2998;6250.0000;6494.7998;9592.9892;2794774719.116717;159199540.9012459;44142409.3386;497297;11
07/09/2018;6494.7998;6524.7998;6318.7998;6397.6001;3234.9675;2811537527.322656;171456014.9987444;50161828.7939;501000;11
08/09/2018;6400.0000;6457.7002;6073.8999;6183.2002;3870.7762;2812652630.8500752;131660254.75007541;53036795.5276;539382;11
09/09/2018;6183.2002;6459.3999;6137.6001;6230.8999;3636.5704;2811569543.7653465;109505173.3086093;52338942.9549;414918;10
10/09/2018;6232.7998;6371.2998;6231.0000;6304.5000;3377.3330;2821504022.42089;139319186.6175836;56874984.6776;387388;10
11/09/2018;6301.2002;6410.8999;6162.3999;6282.2998;3534.8259;2811552368.644348;145188131.89828366;47105048.6594;451964;10
12/09/2018;6281.0000;6366.3999;6195.0000;6319.5000;2970.7131;2812137479.260313;149542385.36673272;49198606.3776;474060;10
13/09/2018;6325.1001;6595.8999;6325.1001;6487.1001;5151.3038;2811471886.824074;144294630.3208605;58619616.1095;461585;10
14/09/2018;6490.5000;6599.7998;6388.0000;6482.8999;4004.8039;2787130230.2517676;147259662.45284465;51641090.3822;466216;10
15/09/2018;6482.2998;6568.3999;6465.2002;6520.0000;1289.2184;2786121046.515283;153457980.90182647;46058269.8003;471372;10
16/09/2018;6520.0000;6520.1001;6342.7998;6497.8999;1667.0938;2789163924.121038;112082132.88977736;48849680.0912;427957;9
17/09/2018;6501.7002;6532.1001;6202.2002;6250.0000;5043.6561;2791102224.4472256;111924746.99998511;48500753.8049;370211;9
18/09/2018;6250.0000;6384.8999;6225.0000;6330.5000;3231.4001;2784048694.943757;140550021.12877575;47105048.6594;481967;9
19/09/2018;6330.7002;6574.0000;6102.6001;6392.1001;4789.5385;2785192872.4087276;140334543.06312495;49547532.664;479308;9
20/09/2018;6390.6001;6547.2002;6339.2002;6491.2002;3697.2948;2788943336.1977253;113785163.67130493;54432500.6731;480227;9
21/09/2018;6491.2002;6819.5000;6480.0000;6755.2998;5723.7801;2791634391.073009;118225584.0349562;54756137.2027;493140;9
22/09/2018;6755.0000;6836.3999;6625.1001;6717.0000;3104.8516;2787935806.558183;211815031.34055725;51200543.8779;563130;9
23/09/2018;6705.2998;6768.0000;6660.1001;6700.0000;1383.1631;2798948786.2280807;130336623.54495701;55111696.5352;445041;9
24/09/2018;6700.2002;6719.8999;6545.0000;6579.2002;3892.9880;2785206696.5311213;113281738.94148834;53333899.8728;401263;9
25/09/2018;6579.2002;6580.0000;6318.5000;6435.0000;5070.2774;2788848806.7794623;135417232.44893277;52622781.2078;469028;9
26/09/2018;6434.8999;6540.7002;6372.0000;6453.5000;3269.5991;2784475866.7786613;165929123.01898435;60089527.19;490588;9
27/09/2018;6452.0000;6730.0000;6430.8999;6683.7998;4768.6166;2788802967.69347;135936950.47378808;49422747.2154;474079;9
28/09/2018;6683.7002;6796.2002;6529.3999;6622.2998;4522.2729;2793938156.748332;151695982.40251103;50844984.5454;481907;9
29/09/2018;6622.2002;6622.2002;6450.1001;6582.7002;2152.3399;2786516141.772556;146279560.223646;54756137.2027;527057;9
30/09/2018;6582.2002;6641.0000;6518.0000;6604.1001;1172.9710;2786984879.5727835;151431879.31296262;54045018.5377;429818;8
01/10/2018;6603.7998;6633.2998;6490.2002;6572.6001;1863.8501;2787146947.902186;139339764.06859887;57956171.1951;413888;8
02/10/2018;6574.5000;6597.0000;6436.2002;6500.0000;3054.4014;2784012202.20502;147267340.54163063;56178374.5327;484982;8
03/10/2018;6497.7002;6521.1001;6397.6001;6463.8999;5143.6827;2780675054.058713;108791430.62934117;48711628.5505;484846;8
04/10/2018;6463.7998;6598.8999;6461.0000;6547.4000;2016.9055;2783984271.383165;117307796.73897012;51556103.2103;552112;8
05/10/2018;6557.0000;6666.6001;6494.1001;6580.1001;2486.3998;2787393920.869337;109163118.51043735;55588275.2378;506879;8
06/10/2018;6582.7002;6599.0000;6532.0000;6550.0000;856.9989;2783163158.37637;82904990.55543749;48176505.2061;533086;8
07/10/2018;6549.8999;6584.2002;6488.2998;6570.5000;1022.5959;2788311598.5473137;84072638.44935074;46323562.6982;441964;9
08/10/2018;6567.8999;6688.2998;6545.0000;6610.0000;2498.5091;2786255878.602316;65173094.829102844;52623567.2252;444617;9
09/10/2018;6607.3999;6618.5000;6555.6001;6585.1001;1360.2987;2786297377.8210297;70625466.2823171;50029447.7141;477297;9
10/10/2018;6585.6001;6589.1001;6441.7998;6530.5000;2485.6868;2781073505.6273065;64067243.08500198;48176505.2061;463256;9
11/10/2018;6530.1001;6530.1001;6091.2002;6150.1001;7093.7414;2773726364.82801;62179023.204940826;53364744.2283;482434;9
12/10/2018;6151.8999;6238.5000;6110.0000;6192.2002;1674.4138;2783485294.021143;176485624.45736912;58923571.7521;499967;9
13/10/2018;6192.2002;6219.1001;6171.7002;6197.8999;922.9147;2782596917.9356513;103905900.46154694;48917682.2093;498114;9
14/10/2018;6197.7998;6289.8999;6150.0000;6181.7998;1237.4738;2780610026.531775;60636644.174209006;52252978.7236;400480;9
15/10/2018;6181.8999;6820.0000;6151.0000;6438.5000;11354.6185;2780058251.4118385;50247059.92404083;42247089.1808;378042;9
16/10/2018;6441.2998;6490.0000;6391.5000;6460.3999;3309.3249;2741743088.786245;246203417.96966273;60035337.2569;502795;9
17/10/2018;6460.2998;6469.7998;6411.8999;6442.5000;1684.0020;2738404240.1470094;108158181.77538739;50029447.7141;490755;9
18/10/2018;6442.2998;6487.8999;6344.6001;6395.3999;1779.3414;2755618646.1224275;88978845.56993973;51141213.2188;490530;9
19/10/2018;6395.2002;6406.7998;6352.5000;6384.2002;1146.6443;2754104126.3584948;72237743.49075593;49274490.4825;479719;9
20/10/2018;6383.3999;6429.7002;6360.1001;6412.2998;778.6663;2771835186.2940855;91279264.7016434;50702736.5835;504470;9
21/10/2018;6412.0000;6457.7998;6399.2002;6410.0000;942.9293;2769255515.863117;53175762.92037533;51059798.1087;428969;8
22/10/2018;6411.1001;6428.7002;6367.7998;6409.6001;1288.6752;2767264866.7490535;42000080.93612547;49274490.4825;403198;8
23/10/2018;6408.7002;6418.0000;6356.2002;6394.3999;2065.7859;2770816158.1353126;85638828.46086644;55344536.4115;489859;8
24/10/2018;6394.8999;6466.0000;6392.7002;6413.8999;1503.7870;2087254167.3464713;76219991.70180726;54987474.8863;487825;8
25/10/2018;6414.0000;6419.7002;6356.0000;6393.0000;1482.4122;2039936496.9649203;87281638.96105605;40347952.3516;478550;8
26/10/2018;6393.1001;6450.0000;6378.8999;6409.2998;1463.4350;2040926052.530425;63012137.763688706;48917428.9573;474714;8
27/10/2018;6409.2002;6422.2998;6385.0000;6410.3999;646.4320;2041779778.3549309;85023001.60605739;51059798.1087;503383;8
28/10/2018;6410.2998;6433.6001;6388.0000;6408.1001;773.2915;2045854211.5300248;52224601.418779545;48560367.4321;418913;8
29/10/2018;6408.1001;6423.0000;6201.0000;6266.2998;3557.3097;2050417736.83586;66459633.92200124;49988613.533;403763;8
30/10/2018;6266.2002;6299.3999;6242.0000;6275.0000;4932.9558;2045435957.1106632;74861264.50799078;52130982.6844;495173;8
31/10/2018;6275.1001;6377.0000;6205.0000;6307.5000;3034.3555;2054102037.623181;70119495.43087755;54987474.8863;505403;8
01/11/2018;6307.5000;6367.7002;6290.6001;6339.8999;1768.9865;2054728480.8758912;63741585.11531513;58201028.6134;510366;8
02/11/2018;6341.7002;6378.2998;6318.2002;6346.2002;1764.9876;2055110924.4811862;70780437.07928412;54999360.8518;505057;8
03/11/2018;6346.2002;6347.6001;6300.6001;6331.3999;682.8438;2054366245.874898;39349133.67774813;51070835.0767;565268;8
04/11/2018;6332.2998;6471.6001;6316.2998;6419.8999;1748.2959;2058355653.340645;51519514.38057136;57499331.7996;453207;8
05/11/2018;6419.8999;6443.2998;6370.2002;6405.8999;1246.8646;2006976009.2630649;66787759.04815831;43928060.9401;412573;8
06/11/2018;6406.0000;6455.2002;6390.2002;6451.2998;2068.6169;2045255261.1883419;48925897.52936379;51427973.7835;536752;8
07/11/2018;6450.2998;6552.8999;6448.6001;6503.2998;2678.4419;2047204953.6733277;61192287.526739635;45713754.4743;519341;8
08/11/2018;6503.2002;6515.7002;6380.6001;6408.7998;2222.6905;2051069806.466744;71896266.08196235;46428031.8879;522947;8
09/11/2018;6408.8999;6419.7002;6310.0000;6335.3999;2192.6104;2056799409.2331946;59362584.38875085;43213783.5264;498003;8
10/11/2018;6334.7002;6375.0000;6331.6001;6349.0000;699.4260;2052590304.4168873;56743017.359666355;45356615.7674;541363;8
11/11/2018;6348.8999;6364.5000;6275.1001;6358.2002;757.2660;2049517476.8911235;34412495.83479341;46785170.5947;448642;10
12/11/2018;6357.3999;6385.0000;6290.7998;6327.2998;2245.0162;2052518489.2781243;42381038.42001548;52142251.1972;422962;10
13/11/2018;6327.2998;6329.1001;6250.0000;6260.0000;2534.8561;2043198069.9238548;42732465.86535782;49999418.9562;510341;10
14/11/2018;6258.7998;6300.0000;5330.0000;5600.8999;15801.2887;2036466263.7881649;68534471.20408455;42856644.8196;491740;10
15/11/2018;5600.8999;5647.7998;5206.1001;5570.6001;10784.0058;2018746895.1455302;103210110.64710021;48213725.4221;524969;10
16/11/2018;5574.5000;5610.0000;5413.0000;5514.3999;4398.8957;2035600553.2074025;114761798.69600266;45356615.7674;523898;10
17/11/2018;5516.8999;5549.5000;5457.2002;5499.2998;2194.9334;2038204379.6122417;51790107.2016243;41672924.1289;533314;10
18/11/2018;5499.3999;5698.0000;5499.3999;5560.8999;1993.3558;2042210995.60713;40965729.90562716;47956936.4976;428639;14
19/11/2018;5561.0000;5563.5000;4700.0000;4741.2002;16742.7294;2047424658.0327399;38180508.05052567;40680711.6497;393875;14
20/11/2018;4740.7998;4891.8999;4028.8000;4361.3999;24334.0744;2024353860.695807;101413121.37803765;41672924.1289;470246;14
21/11/2018;4361.3999;4635.7002;4240.8999;4548.2002;11087.6806;2018791812.7281194;137399678.59025285;43657349.0875;543710;14
22/11/2018;4543.2998;4589.8999;4070.0000;4262.6001;6504.1786;2038363321.9104369;86199284.8945102;34727436.7741;472551;14
23/11/2018;4269.3999;4364.7998;4089.3999;4286.3999;9319.2452;2038890910.9304488;60328754.90762207;40349974.1566;467174;14
24/11/2018;4287.6001;4373.2002;3685.0000;3780.0000;10821.6850;2043144655.8828652;93265358.87288713;41342186.6359;479021;14
25/11/2018;3775.0000;4126.8999;3456.0000;3932.8999;19692.9489;2025847077.7439315;77977736.45370477;47295461.5114;406860;14
26/11/2018;3932.2000;4067.8000;3516.1001;3727.1001;18383.3517;2039979023.7599373;156596336.8035323;42003661.622;410529;14
27/11/2018;3727.5000;3829.0000;3561.6001;3770.7000;11635.1492;2033889118.4484031;108959964.4876333;36711861.7326;469612;14
28/11/2018;3770.8999;4397.6001;3770.8000;4219.7998;16238.4413;2035739632.900767;67512914.74231537;43326611.5944;462321;14
29/11/2018;4219.7998;4441.0000;4066.0000;4241.8999;11168.6405;2047193813.4174252;118364345.79370807;39027024.1843;454763;14
30/11/2018;4242.0000;4300.0000;3856.8999;3969.3999;14587.3974;2055234816.6200483;66594394.96416619;34727436.7741;461334;14
01/12/2018;3969.3999;4286.6001;3905.7000;4138.3999;7217.2452;2047049156.2572145;67160998.07154073;33404486.8018;460122;14
02/12/2018;4138.1001;4262.8999;4025.1001;4101.8999;5903.8429;2050841698.1684828;55586732.724678054;41011449.1428;420224;12
03/12/2018;4101.8999;4117.0000;3732.6001;3832.7000;10835.5574;2041915651.1781542;59864263.935262576;37704074.2119;364378;12
04/12/2018;3832.3000;4059.3000;3728.7000;3904.7000;9296.1193;2052538549.7790797;74868433.53567398;31998005.4003;426799;12
05/12/2018;3904.7000;3916.3000;3653.0000;3694.3000;8825.2490;2052214663.1853893;68013063.91955848;38734427.5899;492964;12
06/12/2018;3697.1001;3851.1001;3412.0000;3435.5000;18686.4094;2037218817.906285;76903862.00644618;36488953.5267;438437;12
07/12/2018;3432.6001;3600.0000;3208.0000;3379.3000;21254.6374;2037768259.5430014;98986730.85897142;37892374.8162;480399;12
08/12/2018;3379.0000;3498.8999;3251.3000;3396.8999;9218.8147;2060263851.6043994;122179571.80468914;31998005.4003;495220;12
09/12/2018;3395.1001;3636.0000;3359.8999;3539.5000;8558.5352;2052773624.4192693;85964641.5742326;35646900.753;382549;11
10/12/2018;3532.6001;3596.0000;3348.7000;3408.0000;8248.8993;2034843481.230647;95271331.71510364;35927585.0109;364578;11
11/12/2018;3410.3999;3441.1001;3294.5000;3348.1001;7038.7842;2056095153.7685962;52934504.73203458;34804847.9793;443066;11
12/12/2018;3347.1001;3489.3999;3323.6001;3435.2000;7305.3238;2055901920.006405;74853904.43195269;35085532.2372;432510;11
13/12/2018;3433.1001;3438.2000;3217.7000;3260.0000;10912.6534;2053482907.069265;54668847.72349959;33682110.9477;439269;11
14/12/2018;3260.0000;3308.6001;3134.0000;3194.8999;11696.5825;2049127392.6772015;108842157.55171376;36769637.7846;439017;11
15/12/2018;3192.8999;3225.0000;3120.0000;3180.1001;5328.4661;2065658182.369759;81153515.54810609;40979901.653;464523;11
16/12/2018;3180.1001;3265.0000;3159.0000;3189.7000;4497.9794;2055986706.4454138;81486365.60460496;41821954.4267;397643;11
17/12/2018;3193.2000;3587.8999;3184.0000;3502.0000;18346.0393;2042314619.387589;71026005.94914998;32278689.6582;364387;11
18/12/2018;3502.0000;3690.8999;3433.8999;3669.1001;11681.2271;2078166973.46643;140595884.4073407;44909481.2636;466783;11
19/12/2018;3668.6001;3920.0000;3645.6001;3683.6001;23738.9113;2097996364.4540117;136669058.14927882;32491732.5347;461772;11
20/12/2018;3682.0000;4178.0000;3651.0000;4074.3999;21323.4413;2067237405.9753437;202407397.00075895;37822407.4037;495567;11
21/12/2018;4074.5000;4164.0000;3769.2000;3838.5000;16054.6046;2062580881.0424564;226040033.62533736;34268624.1577;475405;11
22/12/2018;3840.1001;4022.6001;3788.3000;3981.3000;9707.7361;2056026306.9764216;140505880.8939316;35537832.4599;492725;11
23/12/2018;3979.8000;4062.5000;3910.0000;3940.2000;6944.3306;2086824772.347427;115486015.5577136;44422290.5749;386812;10
24/12/2018;3945.7000;4239.8999;3941.6001;4033.6001;14222.8613;2068167684.436786;140123626.09073836;44676132.2353;371647;10
25/12/2018;4033.7000;4040.0000;3671.5000;3778.5000;12403.0847;2066946008.8996406;193825368.07583958;38583932.385;419724;10
26/12/2018;3779.3000;3860.0000;3680.2000;3808.2000;8781.8454;2060284718.2792335;149017586.8900585;40360824.008;353051;10
27/12/2018;3809.2000;3840.0000;3565.8999;3588.6001;8146.6691;2067085802.4608183;139102756.8094189;39853140.6872;397074;10
28/12/2018;3590.0000;4028.6001;3575.0000;3890.5000;10981.2671;2056263837.5365794;119495547.69858119;44168448.9144;434317;10
29/12/2018;3890.1001;3952.8999;3645.0000;3725.0000;6072.7377;2064938691.1037617;134285162.42261878;42391557.2914;485693;10
30/12/2018;3726.2000;3871.6001;3681.0000;3832.3999;5832.2930;2048421031.6895096;73987954.84032907;35030149.139;423955;9
31/12/2018;3829.8999;3837.0000;3621.6001;3691.8999;6297.6647;2071214917.0616748;88135480.17617014;44676132.2353;391258;9
01/01/2019;3690.8999;4499.2998;3643.7000;3820.1001;5422.7377;2064549306.778545;107660509.90219206;43291796.7609;391030;9
02/01/2019;3825.0000;3920.0000;3767.2000;3886.2000;5737.2484;2081768947.547985;72615363.14718933;41615985.2734;310119;9
03/01/2019;3887.8000;3895.5000;3721.8999;3786.5000;5533.9887;2081332301.3271582;130083895.24062386;42174589.1025;415821;9
04/01/2019;3785.3000;3856.8999;3728.8000;3823.7000;5078.8320;2062404854.7085073;143883043.49660772;43291796.7609;450625;9
05/01/2019;3823.6001;3874.7000;3772.1001;3796.6001;3545.0821;2076194416.4744503;150530254.66113758;41615985.2734;454701;9
06/01/2019;3795.2000;4083.8999;3760.3999;4041.1001;7954.1319;2068439244.9795358;87968028.4969085;45526212.0776;385488;9
07/01/2019;4041.0000;4078.8999;3965.0000;4005.3000;5303.5433;2076417540.2935908;97781764.77359425;39381569.9567;389293;9
