Date;Open;High;Low;Close;Volume;market_cap;total_volume;Value - Hrate;Value - Uadresses;google_trends
01/02/2017;968.1660;990.0000;964.9890;988.7890;2383.4590;24951566.048409;3422760.0;2832474.91022;523036;4
02/02/2017;988.7900;1013.9910;975.9750;1009.9960;2584.6449;24951441.290454;3500000.0;3750587.46733;599052;4
03/02/2017;1008.2200;1037.5190;981.7610;1015.2100;3197.9355;24951541.096818004;2987820.0;3066886.62693;452585;4
04/02/2017;1016.2910;1046.5010;1001.7960;1029.3929;1805.7545;24951566.048409;2849920.0;2910612.14912;560374;4
05/02/2017;1032.3640;1036.0000;1005.4000;1017.8860;1148.1862;24951566.048409;2123340.0;3043000.84287;500098;5
06/02/2017;1015.3500;1029.9100;1013.7500;1027.0100;808.9385;24951541.096818004;1106530.0;3336807.8208;510277;5
07/02/2017;1028.4500;1055.0000;1023.8230;1050.9980;1958.6770;24951546.048429;1613340.0;2623276.58868;440409;5
08/02/2017;1054.2140;1069.9100;1025.4000;1055.8380;2968.7104;24950971.049004;2956910.0;3168918.11913;557390;5
09/02/2017;1053.4969;1079.9100;940.0060;988.3800;6762.9880;24950971.049004;8817310.0;3063987.05558;516490;5
10/02/2017;987.4310;1010.0000;948.2080;1002.7260;2778.2826;24950971.049004;3326290.0;3546669.9479;575007;5
11/02/2017;998.8240;1018.4880;993.0010;1011.0040;1312.0825;24950971.049004;2065590.0;3105959.481;507435;5
12/02/2017;1010.5990;1013.6950;999.0000;1001.0170;825.8360;24950971.049004;1109220.0;2917083.56661;474676;4
13/02/2017;1001.0330;1010.0000;982.0100;996.3910;1314.3620;24950996.0;1349720.0;2959055.99203;422084;4
14/02/2017;999.0280;1025.0000;992.0940;1016.4720;1851.3324;24950996.0;2420540.0;3420752.67164;503160;4
15/02/2017;1015.0500;1020.0000;1001.3020;1015.7500;1248.5194;24950996.0;1649110.0;3546669.9479;530239;4
16/02/2017;1016.7390;1047.4301;1015.7500;1039.8719;1918.2974;24950996.0;1568140.0;2917083.56661;495896;4
17/02/2017;1038.5020;1063.9230;1035.9980;1052.0649;2165.1989;24950996.0;2134780.0;3189904.33184;489189;4
18/02/2017;1052.0000;1069.7939;1051.0000;1058.9091;1467.3892;24950996.0;1399320.0;3168918.11913;550072;4
19/02/2017;1058.8800;1063.0000;1042.9520;1055.6100;520.1518;24948650.606376;1078990.0;3330515.74407;510385;5
20/02/2017;1055.5880;1093.3270;1045.4709;1088.6801;1440.8705;24950996.0;1523820.0;2936112.56385;458998;5
21/02/2017;1088.6700;1132.7410;1080.0000;1128.4580;2575.1802;24950996.0;1523820.0;3242870.59291;503952;5
22/02/2017;1125.7710;1139.9990;1102.5601;1125.6689;2198.0760;24950996.0;1523820.0;3023757.71501;487720;5
23/02/2017;1122.0920;1193.4301;1122.0920;1182.0000;3010.4567;24950996.0;1523820.0;3045669.0028;489247;5
24/02/2017;1177.7810;1214.9730;1056.6580;1185.0000;4999.2139;24950946.098008003;10601000.0;3286693.16849;551454;5
25/02/2017;1174.5740;1185.0000;1120.4030;1146.8340;2223.2689;24950996.0;3788500.0;3637273.77313;590852;5
26/02/2017;1147.4540;1184.4399;1130.0000;1167.0000;1722.7464;24950986.0;2262280.0;3659185.06092;561871;6
27/02/2017;1167.0000;1196.9910;1161.9800;1190.2111;1837.6901;24950994.0;3025070.0;3900209.22661;462926;6
28/02/2017;1191.8300;1208.5000;1175.8080;1180.0000;2027.0817;24950245.47018;5597980.0;3155225.44175;501496;6
01/03/2017;1181.9980;1229.9980;1177.1790;1225.0000;2248.9426;24950944.098012004;11909100.0;3352427.03186;542156;6
02/03/2017;1228.7100;1282.3850;1212.4210;1254.0000;2886.5383;24950994.0;14458600.0;3155225.44175;531642;6
03/03/2017;1254.0000;1288.0000;1235.2780;1276.9990;2729.1546;24950994.0;12280800.0;3440072.18302;565741;6
04/03/2017;1277.0000;1280.2350;1232.4990;1261.2660;1414.8724;24950994.0;6390790.0;3458650.32319;583122;6
05/03/2017;1264.6300;1277.7240;1237.7750;1267.9840;1203.8122;24950994.0;6096400.0;3069265.84972;489871;7
06/03/2017;1268.0100;1279.9100;1257.3840;1275.0000;1005.1618;24950378.0;4258370.0;3367030.44708;524842;7
07/03/2017;1274.9041;1279.9000;1158.4480;1224.9170;4081.7771;34950378.0;10839700.0;3252505.60194;537228;7
08/03/2017;1234.4550;1238.1100;1131.3420;1143.3870;3161.9638;34950378.0;11858400.0;3504460.26124;571328;7
09/03/2017;1143.3879;1205.3960;1105.0000;1187.1940;2289.8013;34947302.366736;9734810.0;3252505.60194;526232;7
10/03/2017;1185.2010;1310.9821;968.0000;1111.0000;8294.8100;34949888.694708;25813700.0;3389935.4161;541481;7
11/03/2017;1107.5630;1191.0880;1105.0020;1174.9690;3741.8572;34950378.0;15605200.0;3573175.16833;551014;7
12/03/2017;1174.8199;1231.9420;1138.0000;1224.3690;1965.5236;34950378.0;13128500.0;3412840.38513;518975;6
13/03/2017;1224.1990;1241.0580;1180.0000;1230.0000;4085.5848;34950378.0;24793700.0;3550270.1993;422478;6
14/03/2017;1229.9910;1259.7220;1218.0000;1243.9950;2525.7347;34950363.0;14028000.0;3321220.50902;516184;6
15/03/2017;1245.9270;1259.0000;1238.5031;1252.9200;2410.0862;34950363.0;20307400.0;3573175.16833;561534;6
16/03/2017;1252.9500;1255.9200;1025.0000;1165.1000;6834.2457;34950363.0;33318300.0;3252505.60194;526478;6
17/03/2017;1165.1000;1165.1000;983.9000;1021.1600;8378.7606;44950863.0;46299600.0;3504460.26124;594405;6
18/03/2017;1030.2490;1079.9990;923.6010;954.9880;6809.6960;44950863.0;48680000.0;3641704.8372;532933;6
19/03/2017;950.9990;1039.9980;943.8960;1017.9370;4299.7388;44950863.0;33331100.0;3712647.13922;505650;6
20/03/2017;1007.4400;1039.9980;902.0000;1030.0000;3228.5603;44950863.0;16362400.0;3925474.04529;512175;6
21/03/2017;1029.9990;1114.9960;1029.9990;1110.3680;3491.8395;44950863.0;21689800.0;3216051.02506;512637;6
22/03/2017;1109.9900;1113.0000;975.6260;1032.0100;3833.9601;44950863.0;22663400.0;3357935.62911;541181;6
23/03/2017;1030.0100;1052.6300;1006.4000;1024.0300;2445.7847;44950863.0;12745200.0;3807236.87526;572753;6
24/03/2017;1025.0020;1033.0000;911.2300;921.3020;4800.9392;44946278.011974;30904000.0;3499820.23315;537474;6
25/03/2017;921.8170;960.0000;881.8910;951.0790;4831.8078;44947446.734412;28632000.0;4161948.38537;540389;6
26/03/2017;951.2700;994.5690;923.0050;961.8750;2850.4263;44950853.0;17747400.0;3145108.72304;490876;5
27/03/2017;958.7300;1044.4370;948.3230;1039.8510;3334.3148;44950853.0;19089000.0;3925474.04529;468755;5
28/03/2017;1039.9611;1067.8000;1016.1270;1043.2810;4578.7642;44950853.0;15987800.0;3121461.28903;459507;5
29/03/2017;1043.3000;1060.0601;1006.8980;1043.4301;3867.9775;54947171.292849;16806400.0;3665352.27121;553956;5
30/03/2017;1042.1410;1057.5100;1022.7900;1040.0000;3219.4263;54950578.245735;24779300.0;3263345.89308;534779;5
31/03/2017;1040.0010;1088.9590;1040.0010;1079.7800;3657.2304;54948877.769183986;34180300.0;4073274.0332;521047;5
01/04/2017;1080.0300;1108.2180;1070.0000;1091.7260;2543.2479;54929547.06321599;15146700.0;3352999.96635;489451;5
02/04/2017;1096.0081;1117.9550;1081.0000;1107.4590;3050.1323;54950868.0;44049700.0;3278488.85599;502790;5
03/04/2017;1107.2209;1161.4000;1107.2209;1148.4280;4134.6472;54935536.707828;42899500.0;3924251.81247;501562;5
04/04/2017;1149.9670;1165.6479;1125.0000;1141.9980;3244.8980;54950868.0;26547700.0;4371318.47465;564024;5
05/04/2017;1141.9990;1146.8831;1112.7290;1138.1600;2280.8013;54950868.0;26179400.0;3104629.59848;496730;5
06/04/2017;1138.2100;1206.7939;1138.2100;1191.5601;3858.6752;54947735.800524;33959900.0;4023599.95962;577216;5
07/04/2017;1191.7400;1205.0000;1175.2030;1191.8800;1736.1468;54943779.338028;21301500.0;3651044.40781;548639;5
08/04/2017;1194.2130;1204.9990;1170.8199;1182.4700;1226.2890;54935811.462168;14699300.0;4023599.95962;542131;5
09/04/2017;1182.4690;1220.0000;1175.3920;1211.0000;1929.7681;54933393.623976;11310800.0;3402674.03993;468193;5
10/04/2017;1209.6600;1219.0000;1189.4490;1211.2300;1624.6289;54946416.979692;12321600.0;3949088.84926;489532;5
11/04/2017;1213.2900;1234.6219;1198.0000;1223.4990;1381.2581;54942243.713253;12220700.0;3675881.4446;548200;5
12/04/2017;1223.4990;1230.4110;1210.5350;1219.1490;1511.8500;50722714.334205;20816300.0;4147785.14356;582103;5
13/04/2017;1218.6150;1219.5000;1151.0000;1174.1300;2865.6562;50721090.533469;24023100.0;3526859.22387;548651;5
14/04/2017;1175.8990;1197.9919;1168.9530;1187.9910;1638.3638;50683743.116541;14781400.0;3287972.00662;449521;5
15/04/2017;1188.0000;1198.1801;1170.0570;1175.0081;1139.7636;50740677.629847;13952000.0;3598646.52693;558990;5
16/04/2017;1180.5300;1193.3300;1175.0000;1180.9980;660.7788;50720684.583285;7306380.0;3909321.04724;520821;5
17/04/2017;1180.9940;1210.9860;1175.0000;1197.5000;1856.5372;50707034.508348;17191700.0;3779873.33045;429263;5
18/04/2017;1200.3979;1218.0000;1197.1000;1202.3781;2141.0172;60720811.853806;26772400.0;3572756.98357;469209;5
19/04/2017;1202.3900;1212.5630;1197.1000;1204.2000;1959.4323;54799389.130101;17328300.0;3779873.33045;553138;5
20/04/2017;1209.0000;1249.4780;1206.3400;1241.8770;2311.6525;54685108.36224;21333000.0;3702204.70037;566248;5
21/04/2017;1241.8730;1254.9100;1236.0100;1248.9990;1985.6380;53921581.349998;15889200.0;3598646.52693;491206;5
22/04/2017;1248.9850;1250.9850;1212.0000;1235.4880;1659.2410;51551671.254135;14696400.0;4323553.74099;612635;5
23/04/2017;1235.3970;1245.0000;1228.0000;1242.4800;1303.8529;50428865.493495;17240500.0;3753983.78709;530089;5
24/04/2017;1244.3199;1259.4960;1234.0970;1251.0160;1587.4542;50234068.866942;15356200.0;3961100.13396;490003;5
25/04/2017;1252.3000;1280.0000;1248.4200;1276.0699;1624.2371;59173319.87457;12844000.0;3210303.37655;449880;5
26/04/2017;1276.3490;1314.7010;1269.0010;1290.5210;3355.7142;57269672.90044;18627500.0;3831652.41717;580200;5
27/04/2017;1290.5200;1345.4659;1290.5110;1333.7000;3316.5890;57451548.079629;23944000.0;3961100.13396;606556;5
28/04/2017;1335.4930;1355.5500;1292.1400;1328.6400;3550.7283;58061162.278228;26194900.0;3814281.6337;554691;5
29/04/2017;1322.9200;1339.2290;1312.0000;1335.9260;2124.5496;59056951.467969;26706500.0;3528859.19852;582826;5
30/04/2017;1335.9270;1352.0000;1309.3700;1350.7170;1779.9677;59030847.561555;23235700.0;4488916.48047;634025;7
01/05/2017;1344.6010;1438.8740;1325.7600;1397.2340;5314.1382;58985214.033612;44670600.0;3918071.61012;526652;7
02/05/2017;1397.2371;1471.5690;1381.4360;1455.2000;5160.1834;58813389.532501;22315600.0;3892124.11602;542847;7
03/05/2017;1454.5010;1523.7770;1446.2469;1513.5990;5193.2764;57343290.06624;32968500.0;4099704.06887;609090;7
04/05/2017;1513.5980;1618.6000;1450.0000;1535.4150;9172.9015;59017937.982252;55789000.0;3425069.22209;547221;7
05/05/2017;1535.4180;1597.9010;1491.3350;1518.0310;7859.9320;59620254.170556;69867200.0;4359179.00994;676230;7
06/05/2017;1514.4730;1572.9990;1513.7050;1535.4220;3478.6765;60442604.225412;43920500.0;3347226.73977;523629;7
07/05/2017;1535.4220;1563.3630;1358.0000;1505.1639;5592.7604;60471621.737592;71995800.0;4359179.00994;677421;10
08/05/2017;1505.1639;1677.3990;1485.9821;1670.0590;7031.9789;60358457.385787;86459100.0;4333231.51583;581369;10
09/05/2017;1668.5250;1768.6810;1639.0040;1721.7490;8209.6526;60557091.306183;61672300.0;4670548.93922;691480;10
10/05/2017;1721.7510;1794.0000;1685.0000;1782.0000;5282.7813;61153035.423858;47181800.0;4021861.58655;621156;10
11/05/2017;1781.9990;1886.6160;1753.3490;1836.0590;7053.1585;61237960.515204;46601300.0;4119773.00241;592447;10
12/05/2017;1830.0010;1837.9810;1639.0000;1698.1880;6996.6542;60739540.0051;42430100.0;3757901.04949;568521;10
13/05/2017;1698.1880;1795.6331;1608.0010;1783.5699;5521.8613;61009403.38845;29665200.0;4286790.82683;600568;10
14/05/2017;1785.0000;1818.0000;1752.8500;1788.0400;2598.5642;61257615.304974;24036300.0;4398136.04311;623293;12
15/05/2017;1787.8800;1795.1600;1699.1200;1739.7500;4579.8452;60650909.871224;36805000.0;4565153.86753;691330;12
16/05/2017;1739.7500;1791.2620;1701.0000;1786.8500;6118.3497;60409623.541538;52967200.0;4732171.69195;636246;12
17/05/2017;1786.8409;1880.0000;1763.4030;1836.0560;7585.5912;60275279.568024;60394800.0;3674392.13728;453290;12
18/05/2017;1836.0500;2589.0000;1821.0720;1900.0000;6693.3825;60573096.883593;46032800.0;4314627.1309;591515;12
19/05/2017;1899.0010;1971.9940;1851.5350;1961.7930;7582.8112;61690581.490608;49029800.0;3952755.17798;570189;12
20/05/2017;1961.7930;2046.4771;1957.0000;2039.1140;6004.5788;61880322.447432;42031700.0;4565153.86753;633617;12
21/05/2017;2039.1150;2096.8369;1990.0000;2011.1060;5935.4494;62394264.0;45289700.0;4592990.1716;646325;19
22/05/2017;2007.2271;2197.1919;1900.1000;2085.9919;9816.8217;62394332.0;79143200.0;4091936.69834;608719;19
23/05/2017;2080.0520;2249.9980;2079.2510;2231.9670;7547.2782;62394332.0;67556600.0;4064100.39426;604610;19
24/05/2017;2233.9751;2474.7200;2231.9670;2408.2400;9468.7284;69762208.44;76707400.0;4976737.78165;687290;19
25/05/2017;2408.2400;2722.2371;2201.0000;2259.2000;14233.4747;72497981.32;141475000.0;4562009.63318;631835;19
26/05/2017;2259.2000;2573.6931;2030.0000;2203.7090;10871.9989;97843500.7;126623000.0;4828620.58577;659055;19
27/05/2017;2199.7871;2290.0000;1812.9900;2008.0000;12534.3991;108143500.7;186831000.0;4532386.194;641520;19
28/05/2017;1995.0160;2270.0000;1995.0160;2137.2129;7017.3357;109193437.6;110635000.0;4976737.78165;651462;13
29/05/2017;2129.3430;2326.3301;2051.6809;2245.2729;4466.5526;107093563.8;80211800.0;4887867.46412;592662;13
30/05/2017;2259.3999;2315.3799;2133.0000;2159.0969;7795.4498;106043626.9;107674000.0;4473139.31565;594355;13
31/05/2017;2158.0149;2334.7390;2130.0000;2291.3010;8836.6620;108143500.7;85586600.0;5302595.61259;634488;13
01/06/2017;2291.3010;2456.1101;2291.3010;2399.0000;10561.4009;108143500.7;100492000.0;4858244.02495;614126;13
02/06/2017;2399.9810;2497.6499;2371.1541;2487.1831;7019.7456;108143500.7;49123900.0;5035984.66001;610354;13
03/06/2017;2485.4319;2588.7729;2450.4089;2549.7190;5467.7671;107093563.8;44185500.0;4325022.11977;534561;13
04/06/2017;2549.6919;2570.0000;2480.0000;2520.5510;5772.8768;106043626.9;49287400.0;5687700.32189;601583;13
05/06/2017;2522.7681;2692.3730;2515.0000;2690.0000;6539.2265;107093563.8;49099600.0;5432357.04185;537387;13
06/06/2017;2690.9990;2934.2781;2690.9990;2867.0000;11717.2148;104993690.0;152071000.0;5533581.08611;576032;13
07/06/2017;2871.8999;2885.0000;2630.0000;2690.0010;7816.3434;106043626.9;96923700.0;5094943.56099;617593;13
08/06/2017;2693.0020;2818.0520;2615.9900;2811.6311;5274.3240;127493815.0;66659300.0;5567322.43419;657364;13
09/06/2017;2810.3391;2865.3391;2793.1101;2816.4670;3812.5535;127416936.229555;57468300.0;5567322.43419;609712;13
10/06/2017;2816.4629;2907.9241;2787.8911;2816.2690;6116.9692;130043691.3;79223300.0;5094943.56099;571964;13
11/06/2017;2816.2141;2929.9980;2781.8931;2924.8789;4738.1916;128768753.15;86165400.0;4757530.08013;516474;14
12/06/2017;2924.8760;2948.0000;2400.0000;2609.4419;10270.9037;130043691.3;210213000.0;4926236.82056;467561;14
13/06/2017;2609.4419;2778.1641;2601.0000;2710.0000;7200.4129;128768753.15;106761000.0;4959978.16864;538624;14
14/06/2017;2710.0000;2797.9031;2318.4299;2452.6860;10307.6889;131318629.45;139424000.0;4757530.08013;611325;14
15/06/2017;2456.6021;2510.7610;2075.3291;2428.7070;15725.0686;128768753.15;245700000.0;4723788.73204;565868;14
16/06/2017;2428.7200;2526.3501;2308.3110;2470.3030;8199.1240;130043691.3;110022000.0;5162426.25716;577610;14
17/06/2017;2470.3159;2678.0000;2420.8911;2642.2429;5840.4314;126108339.712395;103988000.0;4993719.51673;536165;14
18/06/2017;2646.8379;2670.1580;2460.0010;2497.7620;7006.9457;127493815.0;114384000.0;5129905.6443;477378;12
19/06/2017;2500.7241;2592.0000;2484.8220;2584.8579;6459.4034;126486103.88624;75013400.0;5129905.6443;433246;12
20/06/2017;2584.8589;2768.0000;2579.0000;2705.1001;6385.0931;140922380.451375;88683200.0;5342177.60199;532642;12
21/06/2017;2705.1001;2764.9629;2570.0000;2644.9680;6443.2982;141818179.92195;108364000.0;4882255.02698;594425;12
22/06/2017;2644.9690;2735.3101;2588.5471;2684.9871;4830.2533;140886351.68895;64267900.0;4953012.34622;585194;12
23/06/2017;2684.9800;2725.0000;2660.1121;2668.0000;3467.6118;144693825.0;41135200.0;4917633.6866;534177;12
24/06/2017;2668.0000;2701.7881;2500.0000;2547.4309;4388.7583;146140763.25;77845200.0;5660585.53853;506612;12
25/06/2017;2555.0920;2601.5271;2408.0000;2490.1260;5293.3699;146140763.25;101752000.0;5165284.30391;469727;11
26/06/2017;2490.1260;2535.7791;2210.0000;2405.0000;9803.0210;140449521.031275;190073000.0;4316196.47313;378448;11
27/06/2017;2404.3740;2540.0540;2257.0081;2538.0100;9163.2727;146140763.25;171944000.0;5023769.66545;515883;11
28/06/2017;2538.0100;2600.0000;2444.4370;2554.0210;7936.5598;146140763.25;128624000.0;4634604.40967;556158;11
29/06/2017;2554.0139;2579.9980;2498.0029;2526.0740;5462.7420;219280202.82;103448000.0;5554449.55969;549136;11
30/06/2017;2526.0740;2547.9529;2419.2380;2445.0000;5522.9844;217130396.91;72275100.0;4245439.1539;467647;11
01/07/2017;2443.3601;2500.0000;2364.0100;2392.9480;5294.8921;219280202.82;82282000.0;5448313.58084;533427;11
02/07/2017;2393.0000;2525.0000;2344.0000;2505.5710;5874.6511;222180396.91;76483300.0;6622798.79067;409305;10
03/07/2017;2500.9109;2587.9990;2469.2119;2546.7300;6427.1032;219980581.0;87391000.0;5988701.03412;497458;10
04/07/2017;2546.7300;2647.6499;2546.7290;2599.0710;5916.6169;219402252.052551;87515500.0;5988701.03412;497458;10
05/07/2017;2597.7080;2628.3860;2536.0110;2611.3870;5114.5696;219358475.916932;67126700.0;5389830.93071;548401;10
06/07/2017;2610.7400;2620.0000;2575.3379;2605.6411;3528.7232;219981353.0;44443000.0;5248920.31814;476016;10
07/07/2017;2606.8000;2613.9929;2470.2009;2506.9280;4956.8494;222181166.53;84032200.0;5002326.74615;459294;10
08/07/2017;2506.9280;2552.6389;2470.2009;2547.8469;5186.4747;219981353.0;62482500.0;5213692.665;559413;10
09/07/2017;2547.0171;2560.4170;2494.0000;2499.0010;2608.3457;222181166.53;44969700.0;5812562.76841;451048;11
10/07/2017;2499.1201;2522.7749;2265.0000;2339.2290;8795.7725;234705484.891578;130232000.0;4861416.13358;390402;11
11/07/2017;2336.3169;2404.1780;2252.8450;2302.2000;9926.8016;261571065.53;178663000.0;6939847.66895;567052;11
12/07/2017;2302.2000;2416.5120;2235.0000;2373.8459;7603.5740;268981303.0;130950000.0;6094383.99355;563334;11
13/07/2017;2373.8450;2417.0840;2310.0000;2336.4021;6113.5837;292376141.28;104503000.0;6235294.60611;513002;11
14/07/2017;2338.6411;2352.6980;2133.7700;2216.1770;7547.1558;289481328.0;93376200.0;5530741.54328;489848;11
15/07/2017;2216.1780;2218.8940;1956.2020;1972.0699;11774.5443;294481328.0;124373000.0;5559049.84407;473082;11
16/07/2017;1969.9990;2042.8700;1809.0000;1907.2390;13840.3034;294481328.0;177777000.0;5079131.87192;446599;12
17/07/2017;1905.0500;2225.7000;1905.0020;2217.0000;12866.5642;294501318.0;171873000.0;6518885.78837;406436;12
18/07/2017;2217.0000;2400.0000;2144.9399;2310.8000;15041.4995;308496986.22309;235439000.0;5918988.32318;475431;12
19/07/2017;2310.8010;2400.0000;2212.4839;2254.9980;9367.3394;309501318.0;201406000.0;6598872.11706;561055;12
20/07/2017;2254.9980;2934.4399;2254.6399;2854.8821;16465.5437;317390677.392382;276711000.0;5958981.48753;519400;12
21/07/2017;2854.8821;2870.0000;2614.7000;2670.0000;12131.7091;319501318.0;170935000.0;6478892.62402;477427;12
22/07/2017;2670.0000;2875.0000;2651.9609;2831.1311;8247.0793;318346635.254818;130685000.0;6158947.30925;542764;12
23/07/2017;2833.5991;2855.0000;2672.2600;2761.2000;8021.9566;317542450.449997;115334000.0;6398906.29533;433135;11
24/07/2017;2761.0000;2809.3770;2720.0010;2755.8979;5221.1337;317398994.36046;75345600.0;6878824.26748;353197;11
25/07/2017;2755.8979;2774.9961;2440.2109;2556.0020;10789.6621;318620128.378746;220089000.0;7118783.25355;469352;11
26/07/2017;2565.0000;2617.0129;2414.6121;2525.0000;9942.9701;319501313.0;112102000.0;5918988.32318;511831;11
27/07/2017;2526.6990;2695.9990;2511.1660;2675.3921;6869.4441;318936334.855416;79654000.0;5878995.15883;460146;11
28/07/2017;2676.9880;2851.9541;2671.0110;2800.0000;9163.8361;319455524.326541;116503000.0;6585327.4853;443425;11
29/07/2017;2808.9709;2808.9990;2678.5879;2715.9990;7068.3910;318938890.86512;72564200.0;6414280.01815;487086;11
30/07/2017;2716.0000;2799.0000;2653.0000;2799.0000;4432.0194;319434117.74527;61360400.0;6713613.08566;416822;13
31/07/2017;2798.9990;2910.0000;2723.0000;2876.1331;7421.3593;319501213.0;75037900.0;6285994.41778;386558;13
01/08/2017;2876.1331;2970.0000;2599.0000;2727.0271;13128.8340;318458361.040768;169383000.0;6200470.68421;485988;13
02/08/2017;2727.9751;2761.5139;2650.0000;2700.8000;6560.8569;319218773.927708;102726000.0;6371518.15136;301131;13
03/08/2017;2700.8999;2808.8799;2697.7000;2797.0339;6069.8336;309853219.354191;57293600.0;6499803.75172;403175;13
04/08/2017;2797.0339;2888.2000;2771.0110;2875.9680;5969.5067;319501197.0;59376000.0;5901137.6167;427728;13
05/08/2017;2875.9670;3350.0000;2870.0000;3256.3101;12846.2878;319501197.0;172739000.0;7654374.15499;467900;13
06/08/2017;3256.3101;3299.1001;3177.7700;3235.0320;5412.3193;319501202.0;103460000.0;7568850.42141;463849;14
07/08/2017;3236.9939;3447.8870;3191.0000;3395.0000;6389.0852;319501202.0;110397000.0;5986661.35027;408435;14
08/08/2017;3395.0000;3492.0000;3350.0000;3430.5200;7446.4059;319501202.0;130118000.0;6542565.61851;512717;14
09/08/2017;3430.5200;3444.8999;3252.0000;3371.8779;6149.1600;319167323.24391;141046000.0;7012946.15317;587787;14
10/08/2017;3370.0000;3470.0000;3340.0000;3433.9890;3997.9441;319055817.324412;91537200.0;6333394.73737;532314;14
11/08/2017;3434.0991;3735.1990;3425.0061;3670.0000;5731.5368;319143360.65376;111081000.0;6149818.07831;550474;14
12/08/2017;3669.6179;3975.0000;3637.3401;3884.6260;8296.0177;319501202.0;132084000.0;6608759.72595;580987;14
13/08/2017;3889.0901;4232.7100;3841.4680;4084.0000;11504.3712;318926738.838804;198001000.0;6195712.24308;530699;19
14/08/2017;4084.0000;4423.0000;3970.0000;4355.6621;9768.3027;319261356.522198;125475000.0;6792336.385;516470;19
15/08/2017;4350.0210;4484.2900;3821.0000;4172.2002;12347.2083;322696315.02;214049000.0;5966241.41926;542909;19
16/08/2017;4170.7998;4399.0000;3950.0000;4388.0000;7600.4470;318973166.347794;120674000.0;6975913.04406;650899;19
17/08/2017;4381.0098;4479.0000;4200.0000;4291.0000;7641.7697;319501302.0;121124000.0;5966241.41926;543436;19
18/08/2017;4291.0000;4354.9961;3980.0000;4141.0000;9739.8657;316391931.173224;255427000.0;8215055.49267;631515;19
19/08/2017;4130.0000;4211.6831;4002.6360;4179.7329;5163.2532;325891344.36;283337000.0;6838230.54977;580732;19
20/08/2017;4184.9370;4198.0000;4066.0000;4078.2439;4318.7461;318439615.120286;133762000.0;6930018.87929;535350;15
21/08/2017;4076.0010;4116.9692;3996.0000;4005.7041;5070.6711;319501318.0;208857000.0;5966241.41926;444725;15
22/08/2017;4007.3979;4169.9941;3620.0000;4104.8999;10243.4596;322696331.18;240997000.0;5277828.94781;501755;15
23/08/2017;4104.8999;4279.9902;4081.3999;4151.0000;5552.1792;319501318.0;196253000.0;4084580.66396;419158;15
24/08/2017;4150.9990;4380.0000;4145.0000;4334.6821;4475.3487;319501318.0;132753000.0;7297172.1974;628516;15
25/08/2017;4334.9990;4465.0000;4313.9902;4390.9888;4496.6832;319501268.0;116485000.0;4459277.50765;423332;15
26/08/2017;4391.5000;4392.1001;4271.1001;4351.7490;2665.7511;319501268.0;98183200.0;4459277.50765;471224;15
27/08/2017;4360.3999;4409.9990;4326.0000;4338.4600;2241.1118;319501268.0;104873000.0;4635882.55746;472784;17
28/08/2017;4338.4580;4399.0000;4188.1279;4387.8281;4706.6751;319498558.0;130984000.0;6843445.68006;509082;17
29/08/2017;4387.6992;4665.4458;4346.1001;4590.1689;5540.0515;319498507.0;131878000.0;5695512.85631;504370;17
30/08/2017;4590.1680;4641.9990;4490.0000;4579.7500;4005.9891;319498507.0;114163000.0;6578538.10535;593017;17
31/08/2017;4581.1201;4760.0000;4576.8301;4737.2700;4116.6220;319498508.0;110010000.0;7417412.09193;565808;17
01/09/2017;4737.0200;4919.9502;4702.1099;4919.8999;4476.5396;322693265.83;198779000.0;7196655.77967;589297;17
02/09/2017;4919.8999;4965.0000;4528.0000;4630.3999;7544.2867;350878248.66;343143000.0;7682319.66665;591520;17
03/09/2017;4630.4502;4745.0000;4463.8462;4645.0000;5063.7552;363998283.0;191927000.0;7240807.04213;536081;18
04/09/2017;4645.0000;4660.0000;4156.3501;4344.1099;9061.1069;377602248.66;374219000.0;6799294.41761;437076;18
05/09/2017;4344.1099;4543.2002;4140.5000;4464.0298;6853.2048;389050265.83;271022000.0;7726470.9291;561328;18
06/09/2017;4457.0200;4699.8999;4450.0000;4641.6001;4857.9086;385198282.0;194894000.0;8697798.70304;601576;18
07/09/2017;4651.1001;4730.0000;4550.0000;4660.0000;3747.2822;393697782.0;166362000.0;7430760.76599;587813;18
08/09/2017;4659.7998;4705.1001;4139.1001;4385.0000;8247.4670;397634759.82;319158000.0;8072925.27664;526959;18
09/09/2017;4385.1001;4445.0000;4210.1001;4342.2998;3544.9211;403697782.0;122156000.0;8027056.38302;606485;18
10/09/2017;4354.7002;4386.7998;4114.0000;4287.1001;4165.9472;407734759.82;163257000.0;7751843.02132;452503;21
11/09/2017;4287.2998;4397.3999;4151.5000;4226.2002;4285.2848;403700492.0;126682000.0;6329907.31918;412029;21
12/09/2017;4224.7002;4399.0000;4115.1001;4173.6001;5586.0380;403700492.0;162544000.0;7981187.4894;537474;21
13/09/2017;4176.6001;4183.1001;3753.1001;3882.2000;11043.2130;413700492.0;256521000.0;8623352.00004;549109;21
14/09/2017;3880.7000;3947.8999;3215.0000;3254.2000;16615.4943;418603772.186348;352449000.0;8715089.78728;543777;21
15/09/2017;3254.3999;3849.0000;2995.5000;3739.6001;21846.7670;441955574.284504;545294000.0;7981187.4894;552954;21
