;SVC signal;return;;return of buy only (SVC);return of buy and hold;;return of buy/sell;;;;AdaBoost signal;;return of buy only (adaboost);;return of buy/sell;;;%;
15/03/2020;1;0,03428173;0,03428173;0,561304321;0,646760572;0,03428173;0,477919979;;;;1;0,03428173;0,68646915;0,03428173;0,710640903;;20200527;0;0
16/03/2020;1;-0,055696013;-0,055696013;0,530041908;0,610738586;-0,055696013;0,451301742;;;;0;0;0,68646915;0,055696013;0,750220768;;20200528;0;0
17/03/2020;1;0,057038065;0,057038065;0,560274473;0,645573934;0,057038065;0,47704312;;;;1;0,057038065;0,725624022;0,057038065;0,793011909;;20200529;0;0
18/03/2020;1;0,015166001;0,015166001;0,568771596;0,655364709;0,015166001;0,484277956;;;;1;0,015166001;0,736628836;0,015166001;0,805038728;;20200601;0;0
19/03/2020;1;0,141199048;0,141199048;0,649081604;0,747901581;0,141199048;0,552657543;;;;1;0,141199048;0,840640127;0,141199048;0,91870943;;20200602;0;0
20/03/2020;1;0,003475983;0,003475983;0,651337801;0,750501275;0,003475983;0,554578571;;;;1;0,003475983;0,843562178;0,003475983;0,921902849;;20200603;0;0
21/03/2020;1;-0,00172386;-0,00172386;0,650214986;0,749207516;-0,00172386;0,553622555;;;;1;-0,00172386;0,842107995;-0,00172386;0,920313617;;20200604;0;0
22/03/2020;1;-0,059842164;-0,059842164;0,611304714;0,704373317;-0,059842164;0,520492584;;;;1;-0,059842164;0,79171443;-0,059842164;0,865240059;;20200605;0;0
23/03/2020;1;0,11759956;0,11759956;0,68319388;0,787207309;0,11759956;0,581702282;;;;0;0;0,79171443;-0,11759956;0,763488208;;20200608;0;0
24/03/2020;1;0,041641019;0,041641019;0,711642769;0,819987424;0,041641019;0,605924958;;;;1;0,041641019;0,824682226;0,041641019;0,795280636;;20200609;0;0
25/03/2020;1;-0,011364308;-0,011364308;0,703555442;0,810668834;-0,011364308;0,599039041;;;;1;-0,011364308;0,815310283;-0,011364308;0,786242822;;20200610;0;0
26/03/2020;0;0,011509716;0;0,703555442;0,819999402;-0,011509716;0,592144271;;;;1;0,011509716;0,824694273;0,011509716;0,795292253;;20200611;0;0
27/03/2020;1;-0,057331244;-0,057331244;0,663219733;0,772987816;-0,057331244;0,558195904;;;;1;-0,057331244;0,777413524;-0,057331244;0,749697159;;20200612;0;0
28/03/2020;1;-0,01952543;-0,01952543;0,650270082;0,757894897;-0,01952543;0,547296889;;;;1;-0,01952543;0,762234191;-0,01952543;0,735058999;;20200615;0;0
29/03/2020;1;-0,060390877;-0,060390877;0,610999702;0,712124959;-0,060390877;0,514245149;;;;1;-0,060390877;0,716202199;-0,060390877;0,690668142;;20200616;0;0
30/03/2020;1;0,089906383;0,089906383;0,665932475;0,776149538;0,089906383;0,560479071;;;;1;0,089906383;0,780593348;0,089906383;0,752763616;;20200617;0;0
31/03/2020;1;0,002857678;0,002857678;0,667835495;0,778367524;0,002857678;0,562080739;;;;1;0,002857678;0,782824033;0,002857678;0,754914772;;20200618;0;0
01/04/2020;1;0,037479368;0,037479368;0,692865548;0,807540247;0,037479368;0,583147171;;;;1;0,037479368;0,812163783;0,037479368;0,783208501;;20200619;0;0
02/04/2020;1;0,021146948;0,021146948;0,70751754;0,824617259;0,021146948;0,595478953;;;;1;0,021146948;0,829338569;0,021146948;0,799770971;;20200622;0;0
03/04/2020;1;-0,009102272;-0,009102272;0,701077523;0,817111368;-0,009102272;0,590058742;;;;1;-0,009102272;0,821789704;-0,009102272;0,792491238;;20200623;0;0
04/04/2020;1;0,019974475;0,019974475;0,715081179;0,833432739;0,019974475;0,601844856;;;;1;0,019974475;0,838204522;0,019974475;0,808320834;;20200624;0;0
05/04/2020;1;-0,013618507;-0,013618507;0,70534284;0,822082629;-0,013618507;0,593648627;;;;1;-0,013618507;0,826789428;-0,013618507;0,797312711;;20200625;0;0
06/04/2020;1;0,083319811;0,083319811;0,764111872;0,890578398;0,083319811;0,643111319;;;;1;0,083319811;0,895677366;0,083319811;0,863744655;;20200626;0;0
07/04/2020;1;-0,018536426;-0,018536426;0,749947969;0,874070258;-0,018536426;0,631190333;;;;1;-0,018536426;0,879074709;-0,018536426;0,847733917;;20200629;0;0
08/04/2020;1;0,02266576;0,02266576;0,76694611;0,893881725;0,02266576;0,645496742;;;;1;0,02266576;0,898999605;0,02266576;0,86694845;;20200630;0;0
09/04/2020;1;-0,009801393;-0,009801393;0,75942897;0,885120439;-0,009801393;0,639169975;;;;1;-0,009801393;0,890188157;-0,009801393;0,858451148;;20200701;0;0
10/04/2020;1;-0,057621914;-0,057621914;0,715669219;0,834118105;-0,057621914;0,602339778;;;;1;-0,057621914;0,838893812;-0,057621914;0,80898555;;20200702;0;0
11/04/2020;1;0,002313165;0,002313165;0,71732468;0,836047558;0,002313165;0,603733089;;;;1;0,002313165;0,840834311;0,002313165;0,810856867;;20200706;0;0
12/04/2020;1;0,00245397;0,00245397;0,719084973;0,838099193;0,00245397;0,605214632;;;;1;0,00245397;0,842897693;0,00245397;0,812846685;;20200707;0;0
13/04/2020;1;-0,006098179;-0,006098179;0,714699864;0,832988314;-0,006098179;0,601523924;;;;0;0;0,842897693;0,006098179;0,81780357;;20200708;0;0
14/04/2020;1;0,001807027;0,001807027;0,715991346;0,834493547;0,001807027;0,602610894;;;;1;0,001807027;0,844420832;0,001807027;0,819281363;;20200709;0;0
15/04/2020;1;-0,037063975;-0,037063975;0,689453861;0,803563899;-0,037063975;0,580275739;;;;1;-0,037063975;0,81312324;-0,037063975;0,788915539;;20200710;0;0
16/04/2020;1;0,075066862;0,075066862;0,741208999;0,863884919;0,075066862;0,623835218;;;;1;0,075066862;0,87416185;0,075066862;0,848136953;;20200713;0;0
17/04/2020;1;-0,011008942;-0,011008942;0,733049072;0,85437446;-0,011008942;0,616967452;;;;1;-0,011008942;0,864538253;-0,011008942;0,838799863;;20200714;0;0
18/04/2020;1;0,031914137;0,031914137;0,756443701;0,881641084;0,031914137;0,636657437;;;;1;0,031914137;0,892129246;0,031914137;0,865569437;;20200715;0;0
19/04/2020;1;-0,01808814;-0,01808814;0,742761041;0,865693837;-0,01808814;0,625141488;;;;1;-0,01808814;0,875992287;-0,01808814;0,849912896;;20200716;0;0
20/04/2020;1;-0,040220045;-0,040220045;0,712887158;0,830875591;-0,040220045;0,599998269;;;;1;-0,040220045;0,840759837;-0,040220045;0,81572936;;20200717;0;0
21/04/2020;1;0,002032699;0,002032699;0,714336243;0,832564511;0,002032699;0,601217884;;;;1;0,002032699;0,842468849;0,002032699;0,817387492;;20200720;0;0
22/04/2020;1;0,041123268;0,041123268;0,743712083;0,866802284;0,041123268;0,625941928;;;;1;0,041123268;0,877113921;0,041123268;0,851001137;;20200721;0;0
23/04/2020;1;0,048789373;0,048789373;0,77999733;0,909093024;0,048789373;0,656481243;;;;1;0,048789373;0,919907759;0,048789373;0,892520949;;20200722;0;0
24/04/2020;1;0,002403268;0,002403268;0,781871873;0,911277819;0,002403268;0,658058943;;;;1;0,002403268;0,922118544;0,002403268;0,894665916;;20200723;0;0
25/04/2020;1;0,005419874;0,005419874;0,78610952;0,91621683;0,005419874;0,66162554;;;;1;0,005419874;0,927116311;0,005419874;0,899514893;;20200724;0;0
26/04/2020;1;0,020384106;0,020384106;0,80213366;0,934893091;0,020384106;0,675112185;;;;1;0,020384106;0,946014748;0,020384106;0,9178507;;20200727;0;0
27/04/2020;1;0,011133314;0,011133314;0,811064066;0,945301549;0,011133314;0,682628421;;;;1;0,011133314;0,956547027;0,011133314;0,92806942;;20200728;0;0
28/04/2020;1;-0,004696884;-0,004696884;0,807254592;0,940861578;-0,004696884;0,679422194;;;;1;-0,004696884;0,952054237;-0,004696884;0,923710385;;20200729;0;0
29/04/2020;1;0,132451954;0,132451954;0,91417704;1,065480532;0,132451954;0,769412992;;;;1;0,132451954;1,078155681;0,132451954;1,046057631;;20200730;0;0
30/04/2020;1;-0,017118646;-0,017118646;0,898527567;1,047240948;-0,017118646;0,756241683;;;;1;-0,017118646;1,059699115;-0,017118646;1,028150541;;20200731;0;0
01/05/2020;1;0,022750716;0,022750716;0,918969712;1,071066429;0,022750716;0,773446723;;;;1;0,022750716;1,083808028;0,022750716;1,051541701;;20200803;0;0
02/05/2020;1;0,017223418;0,017223418;0,934797511;1,089513853;0,017223418;0,786768118;;;;1;0,017223418;1,102474907;0,017223418;1,069652843;;20200804;0;0
03/05/2020;1;-0,008649479;-0,008649479;0,926712;1,080090126;-0,008649479;0,779962984;;;;1;-0,008649479;1,092939073;-0,008649479;1,060400903;;20200805;0;0
04/05/2020;1;-0,002760664;-0,002760664;0,924153659;1,07710836;-0,002760664;0,777809768;;;;1;-0,002760664;1,089921836;-0,002760664;1,057473493;;20200806;0;0
05/05/2020;1;0,015375617;0,015375617;0,938363092;1,093669566;0,015375617;0,789769074;;;;1;0,015375617;1,106680057;0,015375617;1,0737328;;20200807;0;0
06/05/2020;1;0,015364335;0,015364335;0,952780417;1,110473072;0,015364335;0,80190335;;;;1;0,015364335;1,12368346;0,015364335;1,090229991;;20200810;0;0
07/05/2020;1;0,091442852;0,091442852;1,039905376;1,212017897;0,091442852;0,87523168;;;;1;0,091442852;1,226436281;0,091442852;1,189923731;;20200811;0;0
08/05/2020;1;-0,019187314;-0,019187314;1,019952385;1,188762529;-0,019187314;0,858438335;;;;1;-0,019187314;1,202904263;-0,019187314;1,167092291;;20200812;0;0
09/05/2020;1;-0,027394886;-0,027394886;0,992010906;1,156196515;-0,027394886;0,834921515;;;;1;-0,027394886;1,169950838;-0,027394886;1,135119931;;20200813;0;0
10/05/2020;1;-0,085409999;-0,085409999;0,907283255;1,057445772;-0,085409999;0,763610869;;;;1;-0,085409999;1,070025337;-0,085409999;1,038169338;;20200814;0;0
11/05/2020;1;-0,017662094;-0,017662094;0,891258733;1,038769065;-0,017662094;0,750123902;;;;1;-0,017662094;1,05112645;-0,017662094;1,019833094;;20200817;0;0
12/05/2020;1;0,029507164;0,029507164;0,917557251;1,069420194;0,029507164;0,772257931;;;;1;0,029507164;1,08214221;0,029507164;1,049925476;;20200818;0;0
13/05/2020;1;0,056588154;0,056588154;0,969480122;1,129936709;0,056588154;0,815958582;;;;1;0,056588154;1,14337864;0,056588154;1,109338821;;20200819;0;0
14/05/2020;1;0,050595142;0,050595142;1,018531106;1,187106018;0,050595142;0,857242122;;;;1;0,050595142;1,201228045;0,050595142;1,165465976;;20200820;0;0
15/05/2020;1;-0,048669357;-0,048669357;0,968959853;1,129330331;-0,048669357;0,815520699;;;;1;-0,048669357;1,142765048;-0,048669357;1,108743497;;20200821;0;0
16/05/2020;1;0,008109124;0,008109124;0,976817268;1,138488211;0,008109124;0,822133858;;;;1;0,008109124;1,152031872;0,008109124;1,117734435;;20200824;0;0
17/05/2020;1;0,031313637;0,031313637;1,00740497;1,174138418;0,031313637;0,84787786;;;;1;0,031313637;1,18810618;0,031313637;1,152734766;;20200825;0;0
18/05/2020;1;0,005136632;0,005136632;1,012579639;1,180169535;0,005136632;0,852233096;;;;0;0;1,18810618;-0,005136632;1,146813592;;20200826;0;0
19/05/2020;1;0,005480156;0,005480156;1,018128734;1,186637049;0,005480156;0,856903467;;;;1;0,005480156;1,194617188;0,005480156;1,153098309;;20200827;0;0
20/05/2020;1;-0,027517588;-0,027517588;0,990112286;1,153983659;-0,027517588;0,83332355;;;;1;-0,027517588;1,161744204;-0,027517588;1,121367825;;20200828;0;0
21/05/2020;1;-0,047612538;-0,047612538;0,942970527;1,099039568;-0,047612538;0,793646901;;;;1;-0,047612538;1,106430614;-0,047612538;1,067976656;;20200831;0;0
22/05/2020;1;0,01231024;0,01231024;0,954578721;1,112569009;0,01231024;0,803416885;;;;1;0,01231024;1,12005104;0,01231024;1,081123705;;20200901;0;0
23/05/2020;1;0,000948756;0,000948756;0,955484383;1,113624566;0,000948756;0,804179131;;;;1;0,000948756;1,121113696;0,000948756;1,082149428;;20200902;0;0
24/05/2020;1;-0,05016675;-0,05016675;0,907550837;1,05775764;-0,05016675;0,763836078;;;;1;-0,05016675;1,064871065;-0,05016675;1,027861508;;20200903;0;0
25/05/2020;1;0,02126756;0,02126756;0,926852229;1,080253565;0,02126756;0,780081008;;;;0;0;1,064871065;-0,02126756;1,006001402;;20200904;0;0
26/05/2020;1;-0,006327265;-0,006327265;0,92098779;1,073418515;-0,006327265;0,775145229;;;;1;-0,006327265;1,058133344;-0,006327265;0,999636165;;20200908;0;0
27/05/2020;1;0,042213852;0,042213852;0,959866232;1,118731645;0,042213852;0,807867095;;;;1;0,042213852;1,102801228;0,042213852;1,041834657;;20200909;0;0
28/05/2020;1;0,04017159;0,04017159;0,998425585;1,163672874;0,04017159;0,8403204;;;;1;0,04017159;1,147102507;0,04017159;1,083686812;;20200910;0;0
29/05/2020;1;-0,015974107;-0,015974107;0,982476627;1,145084238;-0,015974107;0,826897032;;;;1;-0,015974107;1,128778568;-0,015974107;1,066375883;;20200911;0;0
30/05/2020;1;0,029040096;0,029040096;1,011007843;1,178337594;0,029040096;0,850910201;;;;1;0,029040096;1,161558406;0,029040096;1,097343541;;20200914;0;0
31/05/2020;1;-0,026031196;-0,026031196;0,984690099;1,147664057;-0,026031196;0,828759991;;;;1;-0,026031196;1,131321651;-0,026031196;1,068778376;;20200915;0;0
01/06/2020;1;0,080261222;0,080261222;1,06372253;1,239776977;0,080261222;0,89527728;;;;0;0;1,131321651;-0,080261222;0,982996917;;20200916;0;0
02/06/2020;1;-0,067061047;-0,067061047;0,992388183;1,156636235;-0,067061047;0,835239048;;;;1;-0,067061047;1,055454037;-0,067061047;0,917076114;;20200917;0;0
03/06/2020;1;0,015563262;0,015563262;1,00783298;1,174637267;0,015563262;0,848238092;;;;1;0,015563262;1,071880344;0,015563262;0,93134881;;20200918;0;0
04/06/2020;1;0,012554292;0,012554292;1,020485609;1,189384006;0,012554292;0,858887121;;;;1;0,012554292;1,085337043;0,012554292;0,943041234;;20200921;0;0
05/06/2020;1;-0,017810276;-0,017810276;1,002310479;1,168200749;-0,017810276;0,843590104;;;;1;-0,017810276;1,066006891;-0,017810276;0,92624541;;20200922;0;0
06/06/2020;1;0,005656297;0,005656297;1,007979845;1,174808439;0,005656297;0,8483617;;;;1;0,005656297;1,072036542;0,005656297;0,931484529;;20200923;0;0
07/06/2020;1;0,00920496;0,00920496;1,017258259;1,185622504;0,00920496;0,856170836;;;;1;0,00920496;1,081904596;0,00920496;0,940058807;;20200924;0;0
08/06/2020;1;0,002583105;0,002583105;1,019885945;1,188685092;0,002583105;0,858382416;;;;0;0;1,081904596;-0,002583105;0,937630536;;20200925;0;0
09/06/2020;1;-0,000408914;-0,000408914;1,019468899;1,188199022;-0,000408914;0,858031411;;;;1;-0,000408914;1,08146219;-0,000408914;0,937247126;;20200928;0;0
10/06/2020;1;0,011699734;0,011699734;1,031396414;1,202100634;0,011699734;0,86807015;;;;1;0,011699734;1,09411501;0,011699734;0,948212668;;20200929;0;0
11/06/2020;1;-0,063322618;-0,063322618;0,966085693;1,125980475;-0,063322618;0,813101676;;;;1;-0,063322618;1,024832783;-0,063322618;0,88816936;;20200930;0;0
12/06/2020;1;0,020958795;0,020958795;0,986333684;1,149579669;0,020958795;0,830143307;;;;1;0,020958795;1,046312043;0,020958795;0,906784319;;;;
13/06/2020;1;0,001173374;0,001173374;0,987491023;1,150928556;0,001173374;0,831117375;;;;1;0,001173374;1,047539758;0,001173374;0,907848316;;;;
14/06/2020;1;-0,015042912;-0,015042912;0,972636282;1,133615239;-0,015042912;0,81861495;;;;1;-0,015042912;1,03178171;-0,015042912;0,894191634;;;;
15/06/2020;1;0,010387633;0,010387633;0,982739671;1,145390818;0,010387633;0,827118422;;;;0;0;1,03178171;-0,010387633;0,884903099;;;;
16/06/2020;1;0,010949254;0,010949254;0,993499937;1,157931993;0,010949254;0,836174751;;;;1;0,010949254;1,04307895;0,010949254;0,894592127;;;;
17/06/2020;1;-0,007808974;-0,007808974;0,985741722;1,148889732;-0,007808974;0,829645084;;;;1;-0,007808974;1,034933573;-0,007808974;0,887606281;;;;
18/06/2020;1;-0,007574235;-0,007574235;0,978275483;1,140187771;-0,007574235;0,823361158;;;;1;-0,007574235;1,027094743;-0,007574235;0,880883342;;;;
19/06/2020;1;-0,008463465;-0,008463465;0,969995882;1,130537832;-0,008463465;0,816392669;;;;1;-0,008463465;1,018401962;-0,008463465;0,873428016;;;;
20/06/2020;1;0,005848708;0,005848708;0,975669104;1,137150017;0,005848708;0,821167511;;;;1;0,005848708;1,024358298;0,005848708;0,878536442;;;;
21/06/2020;1;-0,007726836;-0,007726836;0,96813027;1,128363446;-0,007726836;0,814822485;;;;1;-0,007726836;1,01644325;-0,007726836;0,871748135;;;;
22/06/2020;1;0,044083277;0,044083277;1,010808624;1,178105404;0,044083277;0,85074253;;;;0;0;1,01644325;-0,044083277;0,833318621;;;;
23/06/2020;1;-0,007396328;-0,007396328;1,003332353;1,16939175;-0,007396328;0,844450159;;;;1;-0,007396328;1,008925302;-0,007396328;0,827155123;;;;
24/06/2020;1;-0,035686458;-0,035686458;0,967526975;1,127660301;-0,035686458;0,814314724;;;;1;-0,035686458;0,972920332;-0,035686458;0,797636887;;;;
25/06/2020;1;-0,006145997;-0,006145997;0,961580557;1,120729704;-0,006145997;0,809309949;;;;1;-0,006145997;0,966940767;-0,006145997;0,792734613;;;;
26/06/2020;1;-0,009493397;-0,009493397;0,952451891;1,110090172;-0,009493397;0,801626848;;;;1;-0,009493397;0,957761214;-0,009493397;0,785208869;;;;
27/06/2020;1;-0,016497323;-0,016497323;0,936738984;1,091776656;-0,016497323;0,788402151;;;;1;-0,016497323;0,941960718;-0,016497323;0,772255024;;;;
28/06/2020;1;0,012194716;0,012194716;0,94816225;1,105090562;0,012194716;0,798016491;;;;1;0,012194716;0,953447661;0,012194716;0,781672454;;;;
29/06/2020;1;0,007647743;0,007647743;0,955413551;1,11354201;0,007647743;0,804119516;;;;0;0;0,953447661;-0,007647743;0,775694424;;;;
30/06/2020;1;-0,00571497;-0,00571497;0,949953391;1,107178151;-0,00571497;0,799523997;;;;1;-0,00571497;0,947998736;-0,00571497;0,771261354;;;;
01/07/2020;1;0,010892173;0,010892173;0,960300448;1,119237727;0,010892173;0,808232551;;;;1;0,010892173;0,958324502;0,010892173;0,779662066;;;;
02/07/2020;1;-0,016017068;-0,016017068;0,944919251;1,101310821;-0,016017068;0,795287035;;;;1;-0,016017068;0,942974954;-0,016017068;0,767174166;;;;
03/07/2020;1;-0,003081664;-0,003081664;0,942007327;1,097916951;-0,003081664;0,792836228;;;;1;-0,003081664;0,940069022;-0,003081664;0,764809993;;;;
04/07/2020;1;0,008876034;0,008876034;0,950368616;1,107662098;0,008876034;0,799873469;;;;1;0,008876034;0,948413106;0,008876034;0,771598472;;;;
05/07/2020;1;-0,005985665;-0,005985665;0,944680028;1,101032004;-0,005985665;0,795085694;;;;1;-0,005985665;0,942736223;-0,005985665;0,766979942;;;;
06/07/2020;1;0,029106761;0,029106761;0,972176604;1,13307948;0,029106761;0,818228064;;;;0;0;0,942736223;-0,029106761;0,74465564;;;;
07/07/2020;1;-0,00966075;-0,00966075;0,962784648;1,122133082;-0,00966075;0,810323367;;;;1;-0,00966075;0,933628684;-0,00966075;0,737461708;;;;
08/07/2020;1;0,019625421;0,019625421;0,981679703;1,144155416;0,019625421;0,826226304;;;;1;0,019625421;0,95195154;0,019625421;0,751934704;;;;
09/07/2020;1;-0,021165254;-0,021165254;0,960902202;1,119939076;-0,021165254;0,808739014;;;;1;-0,021165254;0,931803244;-0,021165254;0,736019815;;;;
10/07/2020;1;0,005413599;0,005413599;0,966104141;1,126001977;0,005413599;0,813117203;;;;1;0,005413599;0,936847653;0,005413599;0,740004331;;;;
11/07/2020;1;-0,005545923;-0,005545923;0,960746202;1,119757256;-0,005545923;0,808607717;;;;1;-0,005545923;0,931651967;-0,005545923;0,735900324;;;;
12/07/2020;1;0,007092967;0,007092967;0,967560742;1,127699657;0,007092967;0,814343145;;;;1;0,007092967;0,938260144;0,007092967;0,74112004;;;;
13/07/2020;1;-0,006860215;-0,006860215;0,960923068;1,119963395;-0,006860215;0,808756576;;;;1;-0,006860215;0,931823477;-0,006860215;0,736035797;;;;
14/07/2020;1;0,001623869;0,001623869;0,962483481;1,121782069;0,001623869;0,81006989;;;;1;0,001623869;0,933336636;0,001623869;0,737231023;;;;
15/07/2020;1;-0,006364884;-0,006364884;0,956357385;1,114642056;-0,006364884;0,804913889;;;;1;-0,006364884;0,927396057;-0,006364884;0,732538633;;;;
16/07/2020;1;-0,00696038;-0,00696038;0,949700774;1,106883723;-0,00696038;0,799311383;;;;1;-0,00696038;0,920941028;-0,00696038;0,727439886;;;;
17/07/2020;1;0,002321761;0,002321761;0,951905752;1,109453643;0,002321761;0,801167193;;;;1;0,002321761;0,923079233;0,002321761;0,729128827;;;;
18/07/2020;1;0,002392867;0,002392867;0,954183536;1,112108418;0,002392867;0,803084279;;;;1;0,002392867;0,925288039;0,002392867;0,730873536;;;;
19/07/2020;1;0,004360291;0,004360291;0,958344054;1,116957534;0,004360291;0,80658596;;;;1;0,004360291;0,929322564;0,004360291;0,734060357;;;;
20/07/2020;1;-0,005761656;-0,005761656;0,952822405;1,110522009;-0,005761656;0,801938689;;;;1;-0,005761656;0,923968127;-0,005761656;0,729830953;;;;
21/07/2020;1;0,025188257;0,025188257;0,976822341;1,138494123;0,025188257;0,822138127;;;;1;0,025188257;0,947241273;0,025188257;0,748214123;;;;
22/07/2020;1;0,01447748;0,01447748;0,990964267;1,154976649;0,01447748;0,834040616;;;;1;0,01447748;0,96095494;0,01447748;0,759046378;;;;
23/07/2020;1;0,008625575;0,008625575;0,999511903;1,164938986;0,008625575;0,841234695;;;;1;0,008625575;0,969243728;0,008625575;0,765593589;;;;
24/07/2020;1;-0,006075739;-0,006075739;0,99343913;1,157861121;-0,006075739;0,836123573;;;;1;-0,006075739;0,963354857;-0,006075739;0,760942043;;;;
25/07/2020;1;0,016391727;0,016391727;1,009723312;1,176840464;0,016391727;0,849829082;;;;1;0,016391727;0,979145906;0,016391727;0,773415197;;;;
26/07/2020;1;0,023424388;0,023424388;1,033375463;1,204407232;0,023424388;0,869735808;;;;1;0,023424388;1,0020818;0,023424388;0,791531974;;;;
27/07/2020;1;0,111322387;0,111322387;1,148413287;1,33848472;0,111322387;0,966556875;;;;1;0,111322387;1,113635938;0,111322387;0,879647203;;;;
28/07/2020;1;-0,010379151;-0,010379151;1,136493731;1,324592385;-0,010379151;0,956524835;;;;1;-0,010379151;1,102077342;-0,010379151;0,870517212;;;;
29/07/2020;1;0,015931955;0,015931955;1,154600299;1,345695732;0,015931955;0,971764146;;;;1;0,015931955;1,119635589;0,015931955;0,884386253;;;;
30/07/2020;1;0,000333;0,000333;1,154984781;1,346143849;0,000333;0,972087743;;;;1;0,000333;1,120008428;0,000333;0,884680754;;;;
31/07/2020;1;0,021718789;0,021718789;1,180069652;1,375380464;0,021718789;0,993200312;;;;1;0,021718789;1,144333656;0,021718789;0,903894949;;;;
01/08/2020;1;0,039960902;0,039960902;1,2272263;1,430341908;0,039960902;1,032889493;;;;1;0,039960902;1,190062261;0,039960902;0,940015407;;;;
02/08/2020;1;-0,062983659;-0,062983659;1,149931097;1,34025374;-0,062983659;0,967834333;;;;1;-0,062983659;1,115107785;-0,062983659;0,880809797;;;;
03/08/2020;1;0,014920385;0,014920385;1,167088512;1,360250843;0,014920385;0,982274794;;;;1;0,014920385;1,131745623;0,014920385;0,893951818;;;;
04/08/2020;1;-0,003524041;-0,003524041;1,162975645;1,355457263;-0,003524041;0,978813218;;;;1;-0,003524041;1,127757305;-0,003524041;0,890801496;;;;
05/08/2020;1;0,04875;0,04875;1,219670707;1,421535805;0,04875;1,026530362;;;;1;0,04875;1,182735473;0,04875;0,934228069;;;;
06/08/2020;1;0,002170952;0,002170952;1,222318554;1,42462189;0,002170952;1,02875891;;;;1;0,002170952;1,185303135;0,002170952;0,936256233;;;;
07/08/2020;1;-0,014271758;-0,014271758;1,204873919;1,404290031;-0,014271758;1,014076712;;;;1;-0,014271758;1,168386776;-0,014271758;0,92289421;;;;
08/08/2020;1;0,014176757;0,014176757;1,221955124;1,42419831;0,014176757;1,028453031;;;;1;0,014176757;1,184950711;0,014176757;0,935977857;;;;
09/08/2020;1;-0,006840585;-0,006840585;1,213596236;1,414455961;-0,006840585;1,021417811;;;;1;-0,006840585;1,176844955;-0,006840585;0,929575222;;;;
10/08/2020;1;0,017878987;0,017878987;1,235294108;1,439745001;0,017878987;1,039679727;;;;0;0;1,176844955;-0,017878987;0,912955358;;;;
11/08/2020;1;-0,042609697;-0,042609697;1,182658601;1,378397903;-0,042609697;0,995379289;;;;1;-0,042609697;1,126699949;-0,042609697;0,874054607;;;;
12/08/2020;1;0,016240037;0,016240037;1,201865019;1,400783135;0,016240037;1,011544285;;;;1;0,016240037;1,144997597;0,016240037;0,888249285;;;;
13/08/2020;1;0,01882229;0,01882229;1,224486871;1,427149081;0,01882229;1,030583865;;;;1;0,01882229;1,166549073;0,01882229;0,904968171;;;;
14/08/2020;1;-0,001882185;-0,001882185;1,22218216;1,424462922;-0,001882185;1,028644115;;;;1;-0,001882185;1,164353412;-0,001882185;0,903264853;;;;
15/08/2020;1;0,00707431;0,00707431;1,230828255;1,434540014;0,00707431;1,035921062;;;;1;0,00707431;1,172590409;0,00707431;0,909654828;;;;
16/08/2020;1;0,005162117;0,005162117;1,237181935;1,441945279;0,005162117;1,041268608;;;;1;0,005162117;1,178643458;0,005162117;0,914350574;;;;
17/08/2020;1;0,03203047;0,03203047;1,276809454;1,488131464;0,03203047;1,074620931;;;;0;0;1,178643458;-0,03203047;0,885063495;;;;
18/08/2020;1;-0,028020517;-0,028020517;1,241032592;1,44643325;-0,028020517;1,044509497;;;;1;-0,028020517;1,145617258;-0,028020517;0,860263558;;;;
19/08/2020;1;-0,016545102;-0,016545102;1,220499582;1,422501865;-0,016545102;1,027227981;;;;1;-0,016545102;1,126662904;-0,016545102;0,84603041;;;;
20/08/2020;1;0,009134828;0,009134828;1,231648636;1,435496175;0,009134828;1,036611532;;;;1;0,009134828;1,136954776;0,009134828;0,853758752;;;;
21/08/2020;1;-0,028808631;-0,028808631;1,196166525;1,394141495;-0,028808631;1,006748173;;;;1;-0,028808631;1,104200666;-0,028808631;0,829163131;;;;
22/08/2020;1;0,013017782;0,013017782;1,21173796;1,412290126;0,013017782;1,019853801;;;;1;0,013017782;1,11857491;0,013017782;0,839956996;;;;
23/08/2020;1;-0,001721967;-0,001721967;1,209651388;1,409858209;-0,001721967;1,018097647;;;;1;-0,001721967;1,116648761;-0,001721967;0,838510619;;;;
24/08/2020;1;0,009576769;0,009576769;1,221235939;1,423360095;0,009576769;1,027847733;;;;0;0;1,116648761;-0,009576769;0,830480396;;;;
25/08/2020;1;-0,036605586;-0,036605586;1,176531882;1,371257164;-0,036605586;0,990222764;;;;1;-0,036605586;1,075773178;-0,036605586;0,800080174;;;;
26/08/2020;1;0,01230351;0,01230351;1,191007354;1,38812844;0,01230351;1,002405979;;;;1;0,01230351;1,089008964;0,01230351;0,809923969;;;;
27/08/2020;1;-0,012354398;-0,012354398;1,176293175;1,37097895;-0,012354398;0,990021857;;;;1;-0,012354398;1,075554915;-0,012354398;0,799917846;;;;
28/08/2020;1;0,018070428;0,018070428;1,197549296;1,395753126;0,018070428;1,007911976;;;;1;0,018070428;1,094990652;0,018070428;0,814372704;;;;
29/08/2020;1;-0,00434481;-0,00434481;1,192346172;1,389688844;-0,00434481;1,00353279;;;;1;-0,00434481;1,090233126;-0,00434481;0,810834409;;;;
30/08/2020;1;0,020224895;0,020224895;1,216461249;1,417795155;0,020224895;1,023829136;;;;1;0,020224895;1,112282977;0,020224895;0,82723345;;;;
